2017-08-07 00:00:00,45,46,43,52,42,63,54,81,107,109,132,140,144,140,141,142,83,52,52,50,51,48,42,40
2017-05-30 00:00:00,38,43,42,42,48,62,64,89,102,121,128,140,147,142,151,153,85,58,65,54,59,52,59,46
2017-08-09 00:00:00,50,45,45,47,48,60,61,92,114,129,134,138,140,152,159,149,94,94,89,71,68,59,69,53
2017-08-10 00:00:00,51,48,55,59,62,75,76,95,118,131,143,150,155,154,163,156,90,77,93,90,63,72,61,50
2017-08-11 00:00:00,47,47,48,53,54,79,72,100,113,130,140,141,144,161,142,143,75,53,59,48,43,45,54,52
